12.000000,24.700000,10.900000,14.987320
12.000000,25.400000,10.400000,8.861715
12.000000,25.600000,10.500000,8.757322
12.000000,25.400000,10.400000,8.861715
12.000000,25.400000,11.500000,16.368519
12.000000,25.400000,10.100000,7.902658
12.000000,23.400000,12.500000,115.086540
12.000000,26.100000,10.600000,8.051535
12.000000,25.900000,10.700000,8.784784
12.000000,26.200000,10.400000,7.388102
12.000000,25.700000,11.300000,12.673205
12.000000,25.600000,11.500000,14.963167
12.000000,25.100000,11.500000,18.907503
12.000000,25.800000,11.400000,12.934212
12.000000,25.400000,10.200000,8.190331
12.000000,25.700000,12.000000,20.173801
