5.000000,36.500000,23.600000,54.676559
5.000000,36.100000,22.600000,48.956245
5.000000,36.900000,23.400000,45.236191
5.000000,37.200000,23.700000,43.895683
5.000000,36.400000,23.600000,56.677757
5.000000,36.800000,23.400000,46.831650
5.000000,35.800000,22.400000,51.814388
5.000000,37.500000,24.300000,45.599052
5.000000,35.800000,23.500000,68.930580
5.000000,35.900000,23.800000,71.522461
5.000000,36.600000,23.700000,54.054955
5.000000,37.000000,24.200000,52.864967
5.000000,36.900000,23.500000,46.352966
5.000000,35.800000,23.500000,68.930580
5.000000,36.300000,23.000000,50.574532
5.000000,36.200000,23.800000,64.006447
