4.000000,34.300000,20.200000,27.633333
4.000000,34.800000,20.200000,23.550568
4.000000,34.900000,20.200000,22.839783
4.000000,34.200000,20.100000,27.716759
4.000000,34.700000,20.100000,23.560558
4.000000,35.000000,20.400000,23.516029
4.000000,32.900000,19.400000,35.645908
4.000000,35.100000,21.100000,27.483789
4.000000,37.000000,21.400000,18.203337
4.000000,36.000000,21.300000,22.568470
4.000000,34.700000,20.700000,28.001205
4.000000,35.600000,21.500000,26.208372
4.000000,35.500000,21.300000,25.740788
4.000000,35.300000,21.600000,29.095936
4.000000,34.700000,20.300000,25.030323
4.000000,35.200000,20.900000,25.406403
