11.000000,27.600000,13.800000,25.876633
11.000000,28.200000,14.600000,32.800201
11.000000,28.700000,14.700000,27.952660
11.000000,28.100000,14.600000,34.322620
11.000000,28.700000,14.700000,27.952660
11.000000,28.500000,14.100000,21.019421
11.000000,27.700000,16.200000,94.656998
11.000000,28.700000,15.900000,54.626492
11.000000,29.100000,15.000000,28.207802
11.000000,29.200000,15.300000,32.192078
11.000000,29.000000,15.500000,39.133442
11.000000,28.600000,15.000000,34.947334
11.000000,28.700000,14.900000,31.534409
11.000000,28.800000,14.600000,25.191713
11.000000,28.500000,13.600000,15.495049
11.000000,28.300000,16.000000,67.622826
