6.000000,34.300000,24.100000,178.358963
6.000000,35.700000,24.200000,126.443932
6.000000,35.000000,24.100000,148.819412
6.000000,34.300000,24.300000,185.540070
6.000000,36.200000,25.000000,128.664337
6.000000,34.400000,24.100000,173.809555
6.000000,34.500000,23.800000,160.089737
6.000000,35.700000,24.900000,144.154602
6.000000,33.800000,23.800000,191.244125
6.000000,33.300000,23.900000,220.863480
6.000000,32.800000,23.700000,239.254333
6.000000,34.600000,24.400000,174.958847
6.000000,35.400000,24.600000,147.309738
6.000000,33.800000,23.700000,187.647171
6.000000,36.300000,24.800000,120.736031
6.000000,34.100000,24.100000,187.800323
