10.000000,31.500000,18.200000,50.643929
10.000000,30.900000,18.900000,76.150543
10.000000,31.300000,19.300000,75.824310
10.000000,30.900000,18.600000,69.490303
10.000000,31.400000,19.700000,82.233307
10.000000,30.700000,19.100000,85.889015
10.000000,30.100000,18.800000,95.126297
10.000000,31.100000,20.400000,108.420166
10.000000,30.900000,19.700000,95.570534
10.000000,32.500000,19.600000,58.834831
10.000000,31.500000,19.900000,84.258232
10.000000,31.900000,19.300000,63.769302
10.000000,30.900000,19.100000,80.757156
10.000000,30.300000,18.600000,83.946388
10.000000,30.700000,19.300000,90.950081
10.000000,31.800000,19.900000,77.277092
