9.000000,31.400000,22.000000,144.635788
9.000000,31.100000,21.600000,143.024551
9.000000,30.700000,21.900000,175.237167
9.000000,31.100000,21.600000,143.024551
9.000000,31.400000,22.200000,152.459671
9.000000,31.300000,22.300000,161.554825
9.000000,31.100000,22.400000,176.711731
9.000000,31.300000,22.800000,185.126022
9.000000,31.200000,22.600000,180.814392
9.000000,31.300000,22.100000,153.180908
9.000000,32.300000,22.400000,122.055595
9.000000,31.600000,21.900000,132.529755
9.000000,30.800000,22.500000,199.290939
9.000000,31.900000,22.300000,134.129379
9.000000,31.300000,22.500000,170.507217
9.000000,31.400000,22.400000,160.825058
