3.000000,31.400000,16.800000,18.565495
3.000000,31.300000,16.100000,13.633228
3.000000,29.900000,15.500000,17.407139
3.000000,32.400000,17.000000,14.169716
3.000000,30.200000,16.100000,21.372002
3.000000,31.900000,17.400000,20.374771
3.000000,31.200000,16.500000,17.285595
3.000000,29.900000,15.900000,21.930912
3.000000,32.600000,16.700000,11.644939
3.000000,31.000000,15.600000,11.934620
3.000000,31.700000,16.600000,15.022804
3.000000,31.900000,17.300000,19.460499
3.000000,30.700000,16.600000,22.410519
3.000000,33.500000,17.800000,14.058604
3.000000,31.300000,17.400000,25.746061
3.000000,31.000000,16.800000,21.845253
