1.000000,23.700000,9.800000,12.613157
1.000000,24.400000,9.700000,9.760041
1.000000,24.400000,10.200000,11.752826
1.000000,25.200000,11.400000,16.319145
1.000000,22.800000,9.500000,15.840365
1.000000,24.300000,11.000000,20.165819
1.000000,23.700000,9.600000,11.529549
1.000000,23.800000,10.900000,25.810846
1.000000,24.100000,9.700000,10.580173
1.000000,24.900000,10.500000,11.292808
1.000000,24.700000,9.900000,9.628674
1.000000,24.500000,10.600000,13.831546
1.000000,23.800000,10.000000,13.413762
1.000000,23.500000,10.600000,24.237167
1.000000,24.100000,10.700000,18.016979
1.000000,25.400000,11.000000,11.886288
