2.000000,27.600000,13.000000,12.262080
2.000000,25.700000,11.500000,11.752490
2.000000,27.800000,12.400000,8.905300
2.000000,26.100000,12.300000,15.744234
2.000000,26.500000,12.600000,15.720649
2.000000,27.300000,12.900000,13.104012
2.000000,26.400000,11.400000,9.046301
2.000000,26.800000,13.000000,17.688778
2.000000,28.000000,13.700000,15.479230
2.000000,25.800000,12.000000,15.009220
2.000000,28.500000,12.800000,8.581375
2.000000,27.300000,13.000000,13.881907
2.000000,26.800000,13.700000,30.402220
2.000000,27.400000,12.500000,10.356198
2.000000,26.600000,13.100000,21.302605
2.000000,30.900000,14.300000,8.028919
